prospect_id,rep_id,company_name,company_size,lead_source,product_interest,quarter,created_date,status,meetings_held,closed_date,proposed_value_usd,closed_value_usd
PROS-06710,REP-0001,Ember Technologies,51-200,Website Inquiry,Security Suite,Q2 2026,2026-05-05,Won,5,2026-06-07,66600,65200
PROS-06711,REP-0067,Catalyst Technologies,1000-5000,Paid Marketing,AI Platform,Q4 2025,2025-11-18,Lost,2,2026-01-03,124400,
PROS-06712,REP-0052,Atlas Dynamics,5000+,Paid Marketing,AI Platform,Q1 2026,2026-03-17,Dead,0,,170400,
PROS-06713,REP-0068,Ember Industries,201-1000,Conference,AI Platform,Q2 2026,2026-06-09,Open,3,,69600,
PROS-06714,REP-0076,Cobalt Dynamics,51-200,Website Inquiry,Cloud Storage,Q1 2026,2026-02-28,Lost,5,2026-03-16,8100,
PROS-06715,REP-0105,Apex Digital,201-1000,Inbound Call,Security Suite,Q1 2026,2026-03-24,Dead,0,,78500,
PROS-06716,REP-0094,Solace Holdings,51-200,Paid Marketing,Cloud Compute,Q4 2025,2025-12-01,Dead,0,,21600,
PROS-06717,REP-0056,Drift Holdings,1-50,Website Inquiry,AI Platform,Q2 2026,2026-06-13,Open,1,,18600,
PROS-06718,REP-0077,Quantum Systems,1-50,Inbound Call,Cloud Compute,Q1 2026,2026-01-08,Dead,1,,15900,
PROS-06719,REP-0058,Solace Systems,1000-5000,Conference,Cloud Compute,Q1 2026,2026-01-06,Dead,0,,61900,
PROS-06720,REP-0019,Vantage Labs,51-200,LinkedIn,Security Suite,Q1 2026,2026-01-22,Won,6,2026-02-19,55300,61500
PROS-06721,REP-0086,Cobalt Partners,51-200,LinkedIn,Cloud Storage,Q1 2026,2026-02-18,Lost,5,2026-03-28,15000,
PROS-06722,REP-0085,Nova Partners,5000+,Inbound Call,AI Platform,Q1 2026,2026-03-30,Lost,3,2026-05-29,247700,
PROS-06723,REP-0028,Granite Industries,1-50,Cold Outreach,Cloud Compute,Q1 2026,2026-02-09,Lost,2,2026-03-01,11400,
PROS-06724,REP-0013,Ironclad Solutions,1000-5000,Paid Marketing,Cloud Storage,Q2 2026,2026-05-05,Lost,3,2026-06-27,12600,
PROS-06725,REP-0058,Solace Works,1000-5000,Inbound Call,Security Suite,Q4 2025,2025-12-10,Lost,5,2026-01-28,80000,
PROS-06726,REP-0100,Zenith Holdings,1000-5000,Inbound Call,AI Platform,Q4 2025,2025-12-16,Dead,0,,146700,
PROS-06727,REP-0011,Quantum Labs,51-200,Website Inquiry,Data Analytics,Q2 2026,2026-04-09,Lost,5,2026-04-20,21500,
PROS-06728,REP-0044,Meridian Dynamics,1-50,Paid Marketing,Cloud Compute,Q4 2025,2025-12-11,Lost,4,2025-12-19,15300,
PROS-06729,REP-0092,Anchor Solutions,1000-5000,Website Inquiry,Cloud Storage,Q1 2026,2026-02-15,Won,7,2026-05-02,25700,23800
PROS-06730,REP-0004,Ironclad Digital,1-50,Conference,AI Platform,Q1 2026,2026-02-10,Lost,3,2026-02-20,30800,
PROS-06731,REP-0103,Zenith Digital,51-200,Paid Marketing,Security Suite,Q2 2026,2026-06-08,Open,0,,36000,
PROS-06732,REP-0032,Sterling Holdings,1000-5000,Conference,Cloud Compute,Q1 2026,2026-01-04,Lost,5,2026-03-11,56200,
PROS-06733,REP-0003,Catalyst Partners,1-50,Paid Marketing,Cloud Compute,Q1 2026,2026-01-20,Dead,0,,12600,
PROS-06734,REP-0088,Solace Group,51-200,Referral,Cloud Compute,Q2 2026,2026-04-07,Dead,0,,15100,
PROS-06735,REP-0089,Catalyst Dynamics,51-200,Paid Marketing,Cloud Storage,Q2 2026,2026-05-30,Open,2,,5600,
PROS-06736,REP-0008,Atlas Partners,201-1000,Website Inquiry,Cloud Compute,Q1 2026,2026-03-25,Lost,4,2026-04-12,22900,
PROS-06737,REP-0040,Quantum Works,1000-5000,Paid Marketing,Security Suite,Q4 2025,2025-10-20,Lost,5,2025-12-04,47900,
PROS-06738,REP-0029,Zenith Technologies,201-1000,Paid Marketing,AI Platform,Q2 2026,2026-05-04,Dead,0,,66400,
PROS-06739,REP-0024,Nimbus Works,51-200,Paid Marketing,Data Analytics,Q2 2026,2026-06-09,Dead,0,,27600,
PROS-06740,REP-0056,Northgate Industries,51-200,LinkedIn,Security Suite,Q4 2025,2025-11-08,Dead,0,,41300,
PROS-06741,REP-0011,Drift Solutions,1-50,Website Inquiry,Security Suite,Q1 2026,2026-02-27,Lost,3,2026-03-13,15400,
PROS-06742,REP-0095,Horizon Labs,1-50,Inbound Call,Cloud Compute,Q4 2025,2025-12-24,Won,3,2026-01-03,12500,11800
PROS-06743,REP-0028,Pulse Group,201-1000,Cold Outreach,Security Suite,Q1 2026,2026-01-15,Lost,3,2026-01-31,77000,
PROS-06744,REP-0097,Catalyst Labs,201-1000,Cold Outreach,Cloud Compute,Q4 2025,2025-12-24,Lost,5,2026-02-08,36600,
PROS-06745,REP-0014,Quantum Holdings,51-200,Cold Outreach,Cloud Compute,Q2 2026,2026-05-15,Lost,4,2026-06-27,14800,
PROS-06746,REP-0090,Vantage Labs,1000-5000,LinkedIn,AI Platform,Q2 2026,2026-04-26,Won,8,2026-06-27,185200,212600
PROS-06747,REP-0107,Cobalt Holdings,1000-5000,Website Inquiry,AI Platform,Q4 2025,2025-10-25,Won,6,2025-11-15,153400,151700
PROS-06748,REP-0055,Wavefront Partners,1000-5000,Cold Outreach,Cloud Compute,Q1 2026,2026-01-04,Dead,0,,44900,
PROS-06749,REP-0038,Cobalt Group,201-1000,Paid Marketing,Cloud Storage,Q4 2025,2025-11-13,Lost,5,2025-12-13,14800,
PROS-06750,REP-0028,Drift Networks,51-200,Paid Marketing,Cloud Storage,Q1 2026,2026-03-18,Dead,0,,5500,
PROS-06751,REP-0058,Pulse Holdings,5000+,Website Inquiry,Cloud Storage,Q4 2025,2025-10-11,Dead,0,,49400,
PROS-06752,REP-0015,Summit Digital,1-50,Website Inquiry,Cloud Compute,Q4 2025,2025-11-16,Lost,3,2025-12-09,16200,
PROS-06753,REP-0041,Wavefront Works,51-200,Website Inquiry,Cloud Storage,Q4 2025,2025-10-08,Won,3,2025-11-14,15100,15800
PROS-06754,REP-0001,Catalyst Industries,1000-5000,Cold Outreach,Cloud Storage,Q4 2025,2025-12-02,Lost,4,2026-01-19,40400,
PROS-06755,REP-0036,Redshift Holdings,201-1000,Inbound Call,Data Analytics,Q1 2026,2026-03-24,Lost,2,2026-05-13,29200,
PROS-06756,REP-0087,Nimbus Group,201-1000,Referral,Cloud Compute,Q2 2026,2026-06-30,Open,0,,23900,
PROS-06757,REP-0074,Vantage Technologies,201-1000,Paid Marketing,Data Analytics,Q2 2026,2026-04-26,Dead,0,,23600,
PROS-06758,REP-0011,Fusion Industries,1-50,Paid Marketing,Cloud Compute,Q4 2025,2025-12-21,Dead,1,,12200,
PROS-06759,REP-0003,Apex Digital,1-50,Cold Outreach,Cloud Compute,Q1 2026,2026-01-10,Lost,2,2026-01-29,6100,
PROS-06760,REP-0057,Beacon Group,1000-5000,LinkedIn,Cloud Compute,Q1 2026,2026-03-02,Dead,0,,36900,
PROS-06761,REP-0087,Anchor Solutions,51-200,Cold Outreach,Data Analytics,Q2 2026,2026-05-01,Lost,2,2026-06-01,34900,
PROS-06762,REP-0062,Pulse Holdings,1-50,Website Inquiry,Data Analytics,Q2 2026,2026-06-25,Open,3,,9300,
PROS-06763,REP-0011,Northgate Dynamics,1-50,Website Inquiry,Cloud Compute,Q1 2026,2026-03-19,Lost,4,2026-03-30,11600,
PROS-06764,REP-0020,Nova Dynamics,201-1000,Paid Marketing,AI Platform,Q4 2025,2025-11-12,Dead,0,,56600,
PROS-06765,REP-0101,Vantage Group,201-1000,Conference,Cloud Storage,Q4 2025,2025-12-27,Lost,2,2026-02-03,18800,
PROS-06766,REP-0082,Redshift Digital,201-1000,LinkedIn,Data Analytics,Q2 2026,2026-04-07,Lost,5,2026-04-23,26800,
PROS-06767,REP-0094,Horizon Systems,51-200,LinkedIn,Cloud Compute,Q1 2026,2026-02-14,Dead,0,,16900,
PROS-06768,REP-0076,Ironclad Works,51-200,Paid Marketing,Data Analytics,Q1 2026,2026-02-21,Lost,3,2026-03-10,36600,
PROS-06769,REP-0091,Helix Digital,201-1000,Conference,AI Platform,Q2 2026,2026-04-18,Won,6,2026-06-07,100800,100300
PROS-06770,REP-0046,Apex Digital,201-1000,Paid Marketing,Cloud Compute,Q2 2026,2026-06-27,Lost,4,2026-06-29,47300,
PROS-06771,REP-0012,Apex Partners,1-50,Conference,AI Platform,Q1 2026,2026-02-01,Lost,2,2026-02-16,53900,
PROS-06772,REP-0013,Sterling Industries,201-1000,Cold Outreach,AI Platform,Q4 2025,2025-10-10,Dead,0,,117300,
PROS-06773,REP-0004,Lattice Industries,51-200,Paid Marketing,Security Suite,Q4 2025,2025-10-31,Dead,1,,37600,
PROS-06774,REP-0008,Orbit Works,201-1000,Referral,Security Suite,Q2 2026,2026-06-17,Dead,0,,67800,
PROS-06775,REP-0066,Catalyst Dynamics,51-200,Inbound Call,Cloud Storage,Q1 2026,2026-02-06,Dead,0,,14900,
PROS-06776,REP-0041,Drift Networks,1000-5000,Website Inquiry,Security Suite,Q4 2025,2025-12-18,Won,4,2026-01-08,84700,91400
PROS-06777,REP-0049,Helix Partners,201-1000,LinkedIn,AI Platform,Q2 2026,2026-04-19,Dead,0,,60600,
PROS-06778,REP-0076,Sterling Systems,51-200,Inbound Call,AI Platform,Q1 2026,2026-03-06,Won,4,2026-03-30,98300,115500
PROS-06779,REP-0033,Wavefront Digital,1000-5000,Website Inquiry,Data Analytics,Q2 2026,2026-06-10,Open,0,,56600,
PROS-06780,REP-0046,Solace Industries,201-1000,Referral,AI Platform,Q2 2026,2026-05-06,Won,5,2026-06-15,91400,98800
PROS-06781,REP-0087,Helix Dynamics,1000-5000,LinkedIn,Data Analytics,Q1 2026,2026-01-14,Lost,3,2026-02-03,83800,
PROS-06782,REP-0108,Solace Holdings,1-50,Inbound Call,Security Suite,Q4 2025,2025-11-04,Won,2,2025-11-20,39900,36700
PROS-06783,REP-0094,Summit Partners,1-50,Cold Outreach,AI Platform,Q1 2026,2026-02-15,Lost,2,2026-02-27,46700,
PROS-06784,REP-0033,Horizon Labs,1000-5000,Paid Marketing,Cloud Storage,Q4 2025,2025-10-01,Lost,4,2025-11-22,16700,
PROS-06785,REP-0092,Wavefront Group,1000-5000,Website Inquiry,Security Suite,Q1 2026,2026-02-11,Lost,5,2026-03-24,116500,
PROS-06786,REP-0011,Quantum Technologies,1-50,Cold Outreach,Data Analytics,Q1 2026,2026-03-13,Dead,0,,20500,
PROS-06787,REP-0094,Nova Solutions,51-200,LinkedIn,AI Platform,Q4 2025,2025-12-10,Dead,2,,113400,
PROS-06788,REP-0080,Cobalt Networks,201-1000,Website Inquiry,Cloud Storage,Q2 2026,2026-04-04,Lost,3,2026-04-27,14800,
PROS-06789,REP-0044,Summit Group,51-200,Paid Marketing,Cloud Storage,Q1 2026,2026-03-22,Lost,2,2026-04-12,13000,
PROS-06790,REP-0044,Anchor Industries,1-50,Paid Marketing,Security Suite,Q4 2025,2025-10-29,Dead,1,,28700,
PROS-06791,REP-0065,Drift Holdings,51-200,Referral,Cloud Compute,Q1 2026,2026-02-21,Won,4,2026-04-01,30800,28800
PROS-06792,REP-0022,Horizon Technologies,201-1000,Cold Outreach,Security Suite,Q2 2026,2026-05-23,Lost,4,2026-06-11,56500,
PROS-06793,REP-0089,Northgate Systems,1-50,Website Inquiry,AI Platform,Q1 2026,2026-01-11,Lost,4,2026-01-20,32400,
PROS-06794,REP-0010,Solace Dynamics,201-1000,Cold Outreach,Cloud Storage,Q2 2026,2026-05-18,Lost,5,2026-06-29,10100,
PROS-06795,REP-0070,Catalyst Works,1000-5000,Inbound Call,AI Platform,Q2 2026,2026-04-28,Lost,3,2026-06-11,192000,
PROS-06796,REP-0073,Pulse Digital,201-1000,Website Inquiry,Data Analytics,Q1 2026,2026-02-12,Lost,2,2026-03-11,34300,
PROS-06797,REP-0078,Drift Technologies,1000-5000,Website Inquiry,AI Platform,Q2 2026,2026-04-07,Dead,0,,129500,
PROS-06798,REP-0107,Sterling Solutions,51-200,Paid Marketing,Cloud Storage,Q2 2026,2026-06-15,Open,0,,13500,
PROS-06799,REP-0081,Lattice Partners,1-50,Website Inquiry,AI Platform,Q2 2026,2026-04-17,Dead,0,,25000,
PROS-06800,REP-0008,Sterling Industries,51-200,Conference,Data Analytics,Q4 2025,2025-10-11,Won,4,2025-11-06,26200,23200
PROS-06801,REP-0046,Vantage Technologies,51-200,LinkedIn,Cloud Compute,Q1 2026,2026-03-23,Lost,3,2026-05-10,17800,
PROS-06802,REP-0082,Sterling Group,201-1000,Website Inquiry,Security Suite,Q1 2026,2026-02-14,Dead,0,,73300,
PROS-06803,REP-0069,Zenith Networks,201-1000,Cold Outreach,AI Platform,Q4 2025,2025-10-26,Lost,4,2025-11-30,59400,
PROS-06804,REP-0097,Horizon Group,201-1000,Cold Outreach,Cloud Storage,Q4 2025,2025-12-11,Lost,3,2026-01-26,11100,
PROS-06805,REP-0071,Catalyst Technologies,51-200,Website Inquiry,Data Analytics,Q2 2026,2026-06-09,Open,0,,19300,
PROS-06806,REP-0098,Cobalt Solutions,201-1000,LinkedIn,Security Suite,Q2 2026,2026-04-01,Lost,3,2026-05-19,82000,
PROS-06807,REP-0089,Northgate Group,1-50,Cold Outreach,AI Platform,Q4 2025,2025-12-19,Lost,4,2025-12-28,35200,
PROS-06808,REP-0049,Apex Holdings,1000-5000,Cold Outreach,AI Platform,Q1 2026,2026-02-11,Lost,5,2026-03-06,111400,
PROS-06809,REP-0021,Zenith Networks,1-50,Paid Marketing,Cloud Storage,Q1 2026,2026-02-12,Dead,2,,5500,
PROS-06810,REP-0045,Orbit Technologies,5000+,Website Inquiry,Cloud Storage,Q2 2026,2026-04-02,Lost,4,2026-06-16,37000,
PROS-06811,REP-0096,Ridgeline Digital,51-200,Website Inquiry,Cloud Compute,Q1 2026,2026-02-20,Dead,0,,14300,
PROS-06812,REP-0005,Fusion Works,1-50,Website Inquiry,Cloud Compute,Q4 2025,2025-11-01,Lost,5,2025-11-22,12700,
PROS-06813,REP-0065,Ember Systems,201-1000,Paid Marketing,Cloud Compute,Q4 2025,2025-11-15,Dead,0,,40700,
PROS-06814,REP-0028,Granite Digital,51-200,Inbound Call,Cloud Compute,Q1 2026,2026-01-30,Won,3,2026-02-19,14900,13400
PROS-06815,REP-0068,Beacon Solutions,51-200,Paid Marketing,Security Suite,Q1 2026,2026-01-26,Lost,2,2026-02-15,51100,
PROS-06816,REP-0072,Nova Networks,201-1000,Paid Marketing,AI Platform,Q2 2026,2026-05-28,Open,1,,69000,
PROS-06817,REP-0045,Atlas Solutions,5000+,Conference,Cloud Compute,Q1 2026,2026-02-07,Lost,2,2026-03-27,72800,
PROS-06818,REP-0102,Nimbus Systems,51-200,LinkedIn,AI Platform,Q1 2026,2026-03-18,Dead,1,,58100,
PROS-06819,REP-0108,Nimbus Works,1-50,Website Inquiry,Cloud Compute,Q1 2026,2026-01-08,Won,2,2026-01-21,17400,19000
PROS-06820,REP-0003,Summit Dynamics,1-50,Website Inquiry,AI Platform,Q2 2026,2026-06-07,Open,0,,18700,
PROS-06821,REP-0024,Apex Networks,51-200,LinkedIn,Data Analytics,Q1 2026,2026-02-18,Lost,4,2026-03-14,22800,
PROS-06822,REP-0026,Zenith Holdings,201-1000,Website Inquiry,Security Suite,Q2 2026,2026-05-14,Lost,3,2026-06-19,73200,
PROS-06823,REP-0044,Ironclad Digital,1-50,LinkedIn,AI Platform,Q4 2025,2025-12-20,Dead,1,,50300,
PROS-06824,REP-0021,Vantage Technologies,51-200,Referral,Cloud Compute,Q4 2025,2025-10-05,Dead,0,,27900,
PROS-06825,REP-0041,Northgate Systems,51-200,Inbound Call,Cloud Storage,Q1 2026,2026-03-20,Won,3,2026-04-25,10600,9600
PROS-06826,REP-0096,Fusion Labs,1-50,Paid Marketing,Cloud Storage,Q4 2025,2025-12-24,Lost,3,2026-01-13,4600,
PROS-06827,REP-0089,Ridgeline Technologies,1-50,Website Inquiry,AI Platform,Q1 2026,2026-02-21,Lost,5,2026-03-15,31600,
PROS-06828,REP-0108,Northgate Solutions,51-200,Paid Marketing,Security Suite,Q1 2026,2026-01-02,Lost,5,2026-01-16,40900,
PROS-06829,REP-0090,Orbit Networks,1000-5000,Inbound Call,Cloud Storage,Q4 2025,2025-11-17,Lost,5,2026-01-04,15500,
PROS-06830,REP-0055,Quantum Partners,5000+,LinkedIn,Cloud Storage,Q4 2025,2025-10-24,Lost,3,2025-12-21,24200,
PROS-06831,REP-0082,Ridgeline Solutions,201-1000,Website Inquiry,Cloud Compute,Q1 2026,2026-03-26,Dead,1,,37700,
PROS-06832,REP-0021,Meridian Systems,1-50,Cold Outreach,Cloud Compute,Q2 2026,2026-06-30,Open,2,,6300,
PROS-06833,REP-0068,Atlas Technologies,201-1000,Conference,Security Suite,Q4 2025,2025-11-13,Lost,4,2025-12-15,42200,
PROS-06834,REP-0103,Meridian Digital,51-200,Website Inquiry,Cloud Storage,Q2 2026,2026-05-14,Lost,2,2026-05-22,9300,
PROS-06835,REP-0074,Solace Digital,201-1000,Referral,AI Platform,Q2 2026,2026-06-18,Open,0,,48100,
PROS-06836,REP-0009,Orbit Partners,5000+,Website Inquiry,Security Suite,Q2 2026,2026-06-25,Open,0,,169200,
PROS-06837,REP-0090,Sterling Systems,1000-5000,Paid Marketing,Cloud Compute,Q2 2026,2026-04-06,Lost,2,2026-06-17,39000,
PROS-06838,REP-0038,Zenith Holdings,201-1000,Conference,AI Platform,Q2 2026,2026-05-22,Lost,3,2026-06-08,109500,
PROS-06839,REP-0094,Nimbus Works,51-200,Cold Outreach,Cloud Compute,Q1 2026,2026-03-04,Won,4,2026-03-16,32400,31400
PROS-06840,REP-0034,Quantum Solutions,1000-5000,Cold Outreach,AI Platform,Q2 2026,2026-04-18,Dead,0,,187400,
PROS-06841,REP-0035,Fusion Partners,1000-5000,Inbound Call,AI Platform,Q2 2026,2026-05-05,Won,7,2026-06-28,178800,188600
PROS-06842,REP-0008,Vertex Industries,1000-5000,LinkedIn,Data Analytics,Q1 2026,2026-03-08,Lost,2,2026-04-22,61600,
PROS-06843,REP-0088,Helix Group,1-50,Website Inquiry,Data Analytics,Q2 2026,2026-05-01,Lost,2,2026-05-12,9900,
PROS-06844,REP-0004,Solace Solutions,51-200,Website Inquiry,Security Suite,Q1 2026,2026-03-01,Dead,0,,49100,
PROS-06845,REP-0030,Summit Networks,5000+,Website Inquiry,Cloud Storage,Q2 2026,2026-05-01,Dead,0,,46500,
PROS-06846,REP-0022,Horizon Holdings,1000-5000,Paid Marketing,AI Platform,Q2 2026,2026-06-24,Open,1,,96600,
PROS-06847,REP-0094,Orbit Digital,51-200,Referral,Data Analytics,Q1 2026,2026-02-15,Won,4,2026-03-02,24500,29100
PROS-06848,REP-0105,Atlas Dynamics,51-200,Paid Marketing,Security Suite,Q1 2026,2026-02-10,Lost,5,2026-03-11,28900,
PROS-06849,REP-0046,Orbit Industries,201-1000,LinkedIn,Security Suite,Q2 2026,2026-04-02,Lost,4,2026-05-01,63600,
PROS-06850,REP-0030,Catalyst Solutions,1000-5000,LinkedIn,Security Suite,Q1 2026,2026-02-25,Lost,3,2026-04-09,100500,
PROS-06851,REP-0029,Granite Partners,1000-5000,Cold Outreach,Security Suite,Q2 2026,2026-04-16,Dead,1,,104200,
PROS-06852,REP-0103,Horizon Networks,201-1000,Paid Marketing,Cloud Compute,Q2 2026,2026-06-07,Open,0,,30800,
PROS-06853,REP-0005,Vantage Holdings,1-50,Website Inquiry,Security Suite,Q1 2026,2026-01-21,Lost,2,2026-02-03,16000,
PROS-06854,REP-0103,Zenith Dynamics,201-1000,Conference,Cloud Storage,Q2 2026,2026-05-24,Won,4,2026-06-03,10500,9600
PROS-06855,REP-0102,Northgate Systems,1-50,Inbound Call,Cloud Storage,Q2 2026,2026-06-10,Open,3,,3800,
PROS-06856,REP-0068,Wavefront Partners,51-200,Paid Marketing,Security Suite,Q4 2025,2025-12-25,Dead,0,,59100,
PROS-06857,REP-0034,Meridian Partners,1000-5000,Cold Outreach,Data Analytics,Q1 2026,2026-02-27,Lost,3,2026-04-06,56900,
PROS-06858,REP-0070,Quantum Group,51-200,Website Inquiry,Cloud Compute,Q1 2026,2026-03-14,Lost,3,2026-04-19,22300,
PROS-06859,REP-0076,Anchor Technologies,201-1000,Paid Marketing,Cloud Compute,Q1 2026,2026-03-06,Won,4,2026-03-23,41100,36900
PROS-06860,REP-0078,Nimbus Systems,51-200,Cold Outreach,Cloud Compute,Q1 2026,2026-03-02,Dead,0,,12000,
PROS-06861,REP-0037,Fusion Industries,201-1000,Paid Marketing,Cloud Compute,Q1 2026,2026-02-02,Lost,4,2026-02-17,45300,
PROS-06862,REP-0097,Vantage Partners,51-200,Inbound Call,Security Suite,Q1 2026,2026-03-09,Won,6,2026-04-17,65000,72000
PROS-06863,REP-0059,Beacon Solutions,51-200,Cold Outreach,AI Platform,Q2 2026,2026-05-17,Won,4,2026-06-10,72800,85000
PROS-06864,REP-0001,Vantage Systems,1000-5000,LinkedIn,Cloud Storage,Q2 2026,2026-04-20,Won,6,2026-05-19,44100,42100
PROS-06865,REP-0010,Northgate Holdings,51-200,Paid Marketing,Cloud Storage,Q2 2026,2026-04-18,Dead,0,,9600,
PROS-06866,REP-0001,Zenith Holdings,201-1000,Website Inquiry,Cloud Compute,Q1 2026,2026-01-16,Dead,0,,48400,
PROS-06867,REP-0015,Summit Works,201-1000,Inbound Call,Cloud Storage,Q1 2026,2026-02-18,Lost,3,2026-03-14,10800,
PROS-06868,REP-0091,Ridgeline Dynamics,51-200,Cold Outreach,Data Analytics,Q4 2025,2025-11-18,Won,3,2025-12-26,30500,36400
PROS-06869,REP-0038,Summit Technologies,201-1000,Cold Outreach,Cloud Storage,Q1 2026,2026-02-13,Dead,0,,11500,
PROS-06870,REP-0108,Horizon Industries,1-50,Inbound Call,Data Analytics,Q4 2025,2025-11-12,Won,3,2025-11-20,14200,15500
PROS-06871,REP-0099,Helix Partners,201-1000,Paid Marketing,Cloud Compute,Q4 2025,2025-12-27,Dead,1,,20400,
PROS-06872,REP-0071,Redshift Industries,51-200,LinkedIn,AI Platform,Q4 2025,2025-11-28,Dead,0,,88200,
PROS-06873,REP-0095,Orbit Solutions,1-50,Inbound Call,AI Platform,Q1 2026,2026-03-10,Dead,0,,60200,
PROS-06874,REP-0062,Nimbus Technologies,1-50,Cold Outreach,Cloud Compute,Q1 2026,2026-03-01,Lost,4,2026-03-22,8100,
PROS-06875,REP-0079,Beacon Digital,1-50,LinkedIn,AI Platform,Q2 2026,2026-04-26,Lost,3,2026-05-21,41200,
PROS-06876,REP-0005,Meridian Dynamics,1-50,Referral,Data Analytics,Q2 2026,2026-05-25,Won,2,2026-06-18,19500,17900
PROS-06877,REP-0045,Wavefront Group,1000-5000,Paid Marketing,Cloud Storage,Q4 2025,2025-12-03,Dead,0,,23800,
PROS-06878,REP-0046,Vantage Solutions,201-1000,Cold Outreach,AI Platform,Q4 2025,2025-10-29,Won,4,2025-12-15,140700,147300
PROS-06879,REP-0069,Sterling Industries,51-200,Cold Outreach,Cloud Compute,Q2 2026,2026-04-14,Lost,3,2026-05-20,28300,
PROS-06880,REP-0069,Nimbus Systems,201-1000,Website Inquiry,Security Suite,Q4 2025,2025-11-16,Won,3,2025-12-10,56500,48900
PROS-06881,REP-0091,Pulse Networks,1000-5000,Paid Marketing,Cloud Compute,Q1 2026,2026-02-18,Won,4,2026-03-20,62900,70300
PROS-06882,REP-0077,Ember Group,1-50,Website Inquiry,Cloud Compute,Q1 2026,2026-02-23,Dead,0,,14000,
PROS-06883,REP-0053,Nova Solutions,1-50,Cold Outreach,Data Analytics,Q1 2026,2026-03-10,Dead,1,,10700,
PROS-06884,REP-0005,Meridian Works,1-50,LinkedIn,AI Platform,Q1 2026,2026-02-27,Lost,3,2026-03-08,57500,
PROS-06885,REP-0018,Horizon Systems,201-1000,Cold Outreach,Cloud Storage,Q2 2026,2026-05-13,Dead,1,,12600,
PROS-06886,REP-0110,Horizon Digital,201-1000,Cold Outreach,Cloud Compute,Q2 2026,2026-06-22,Open,0,,27400,
PROS-06887,REP-0092,Fusion Networks,1000-5000,Cold Outreach,Cloud Compute,Q1 2026,2026-03-10,Lost,5,2026-04-29,26200,
PROS-06888,REP-0017,Sterling Dynamics,51-200,Website Inquiry,Cloud Storage,Q1 2026,2026-02-04,Dead,2,,5700,
PROS-06889,REP-0108,Fusion Solutions,51-200,LinkedIn,Data Analytics,Q2 2026,2026-06-28,Open,0,,23300,
PROS-06890,REP-0037,Ember Works,201-1000,Inbound Call,Data Analytics,Q2 2026,2026-06-02,Open,0,,63300,
PROS-06891,REP-0101,Wavefront Partners,201-1000,LinkedIn,AI Platform,Q1 2026,2026-02-07,Lost,5,2026-03-28,156600,
PROS-06892,REP-0085,Wavefront Works,5000+,Inbound Call,Cloud Compute,Q1 2026,2026-01-22,Won,5,2026-02-23,57000,49700
PROS-06893,REP-0071,Solace Networks,201-1000,LinkedIn,AI Platform,Q2 2026,2026-06-21,Open,1,,129100,
PROS-06894,REP-0076,Atlas Technologies,201-1000,Paid Marketing,Cloud Storage,Q1 2026,2026-01-06,Won,4,2026-01-26,10700,9400
PROS-06895,REP-0072,Vantage Technologies,51-200,Paid Marketing,Cloud Compute,Q2 2026,2026-05-28,Open,0,,11800,
PROS-06896,REP-0100,Ember Group,201-1000,Cold Outreach,Cloud Storage,Q1 2026,2026-01-11,Lost,2,2026-01-26,13800,
PROS-06897,REP-0028,Fusion Networks,51-200,LinkedIn,Security Suite,Q4 2025,2025-12-06,Lost,2,2025-12-30,53500,
PROS-06898,REP-0074,Ironclad Partners,201-1000,Paid Marketing,Security Suite,Q1 2026,2026-03-06,Won,5,2026-04-09,62200,70900
PROS-06899,REP-0104,Apex Holdings,5000+,Paid Marketing,Cloud Compute,Q1 2026,2026-03-24,Dead,1,,53100,
PROS-06900,REP-0041,Sterling Networks,201-1000,LinkedIn,Security Suite,Q1 2026,2026-03-12,Dead,0,,71000,
PROS-06901,REP-0091,Drift Holdings,201-1000,Conference,Security Suite,Q2 2026,2026-06-23,Open,2,,84300,
PROS-06902,REP-0047,Atlas Labs,1000-5000,LinkedIn,Data Analytics,Q4 2025,2025-11-10,Dead,0,,66300,
PROS-06903,REP-0087,Summit Partners,51-200,LinkedIn,AI Platform,Q4 2025,2025-10-09,Dead,0,,83400,
PROS-06904,REP-0025,Northgate Systems,51-200,Cold Outreach,Cloud Storage,Q4 2025,2025-11-07,Lost,2,2025-12-06,9400,
PROS-06905,REP-0004,Lattice Works,1-50,Cold Outreach,AI Platform,Q4 2025,2025-11-03,Lost,5,2025-11-10,48500,
PROS-06906,REP-0026,Northgate Partners,201-1000,Paid Marketing,AI Platform,Q2 2026,2026-05-27,Open,0,,55700,
PROS-06907,REP-0049,Sterling Industries,1000-5000,Cold Outreach,AI Platform,Q2 2026,2026-04-19,Lost,4,2026-06-07,150600,
PROS-06908,REP-0019,Lattice Technologies,51-200,Cold Outreach,Data Analytics,Q2 2026,2026-04-27,Won,5,2026-06-09,42400,45600
PROS-06909,REP-0050,Helix Group,5000+,LinkedIn,Security Suite,Q2 2026,2026-06-10,Open,0,,177900,
PROS-06910,REP-0081,Catalyst Networks,1-50,Paid Marketing,Security Suite,Q4 2025,2025-11-19,Lost,3,2025-12-12,19400,
PROS-06911,REP-0051,Atlas Technologies,201-1000,LinkedIn,Cloud Compute,Q2 2026,2026-06-28,Open,0,,26300,
